time_periods,GridRef,Sp01,Sp02,Sp03,Sp04,Sp05,Sp06,Sp07,Sp08,Sp09,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,geometry
1970-1980,G84,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"POLYGON ((-8.308001438360435 54.30839269965679, -8.308673186530378 54.39822613012014, -8.154710752589674 54.3985210209975, -8.15437446683462 54.30868662084253, -8.308001438360435 54.30839269965679))"
1970-1980,G85,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,"POLYGON ((-8.308673186530378 54.39822613012014, -8.309348635823254 54.4880582100659, -8.155048891928821 54.48835407486779, -8.154710752589674 54.3985210209975, -8.308673186530378 54.39822613012014))"
1970-1980,G86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-8.309348635823254 54.4880582100659, -8.310027813927523 54.57788894094676, -8.155388898718629 54.57818578393894, -8.155048891928821 54.48835407486779, -8.309348635823254 54.4880582100659))"
1970-1980,G87,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,"POLYGON ((-8.310027813927523 54.57788894094676, -8.310710748814072 54.66771832422812, -8.155730786967089 54.66801614970943, -8.155388898718629 54.57818578393894, -8.310027813927523 54.57788894094676))"
1970-1980,G88,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"POLYGON ((-8.310710748814072 54.66771832422812, -8.311397468739788 54.75754636138803, -8.156074570825446 54.75784517369075, -8.155730786967089 54.66801614970943, -8.310710748814072 54.66771832422812))"
1970-1980,G89,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"POLYGON ((-8.311397468739788 54.75754636138803, -8.312088002251198 54.84737305391716, -8.156420264589995 54.847672857407375, -8.156074570825446 54.75784517369075, -8.311397468739788 54.75754636138803))"
1970-1980,G90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-8.153047587176344 53.94933552812163, -8.153376594493132 54.03917532800982, -8.000743261651147 54.03927265096062, -8.000742475239901 53.949432531796646, -8.153047587176344 53.94933552812163))"
1970-1980,G91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-8.153376594493132 54.03917532800982, -8.153707401307205 54.12901377580164, -8.000744053800805 54.12911141940219, -8.000743261651147 54.03927265096062, -8.153376594493132 54.03917532800982))"
1970-1980,G92,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.153707401307205 54.12901377580164, -8.154040020936783 54.2188508729304, -8.00074485173004 54.21894883856522, -8.000744053800805 54.12911141940219, -8.153707401307205 54.12901377580164))"
1970-1980,G93,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.154040020936783 54.2188508729304, -8.15437446683462 54.30868662084253, -8.000745655480427 54.30878490990677, -8.00074485173004 54.21894883856522, -8.154040020936783 54.2188508729304))"
1970-1980,G94,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.15437446683462 54.30868662084253, -8.154710752589674 54.3985210209975, -8.000746465093982 54.398619634897074, -8.000745655480427 54.30878490990677, -8.15437446683462 54.30868662084253))"
1970-1980,G95,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,"POLYGON ((-8.154710752589674 54.3985210209975, -8.155048891928821 54.48835407486779, -8.000747280613139 54.488453015019495, -8.000746465093982 54.398619634897074, -8.154710752589674 54.3985210209975))"
1970-1980,G96,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.155048891928821 54.48835407486779, -8.155388898718629 54.57818578393894, -8.000748102080772 54.578285051770486, -8.000747280613139 54.488453015019495, -8.155048891928821 54.48835407486779))"
1970-1980,G97,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-8.155388898718629 54.57818578393894, -8.155730786967089 54.66801614970943, -8.000748929540208 54.66811574665968, -8.000748102080772 54.578285051770486, -8.155388898718629 54.57818578393894))"
1970-1980,G98,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"POLYGON ((-8.155730786967089 54.66801614970943, -8.156074570825446 54.75784517369075, -8.000749763035202 54.757945101209714, -8.000748929540208 54.66811574665968, -8.155730786967089 54.66801614970943))"
1970-1980,G99,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,"POLYGON ((-8.156074570825446 54.75784517369075, -8.156420264589995 54.847672857407375, -8.000750602609978 54.8477731169564, -8.000749763035202 54.757945101209714, -8.156074570825446 54.75784517369075))"
1970-1980,H00,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"POLYGON ((-8.000742475239901 53.949432531796646, -8.000743261651147 54.03927265096062, -7.848109923076825 54.03917625713153, -7.848437357611872 53.949336452514274, -8.000742475239901 53.949432531796646))"
1970-1980,H01,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-8.000743261651147 54.03927265096062, -8.000744053800805 54.12911141940219, -7.847780700520898 54.12901470966908, -7.848109923076825 54.03917625713153, -8.000743261651147 54.03927265096062))"
1970-1980,H02,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-8.000744053800805 54.12911141940219, -8.00074485173004 54.21894883856522, -7.847449676708195 54.21885181156038, -7.847780700520898 54.12901470966908, -8.000744053800805 54.12911141940219))"
1970-1980,H03,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"POLYGON ((-8.00074485173004 54.21894883856522, -8.000745655480427 54.30878490990677, -7.847116838269115 54.30868756425199, -7.847449676708195 54.21885181156038, -8.00074485173004 54.21894883856522))"
1970-1980,H04,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,"POLYGON ((-8.000745655480427 54.30878490990677, -8.000746465093982 54.398619634897074, -7.846782171698725 54.398521969203514, -7.847116838269115 54.30868756425199, -8.000745655480427 54.30878490990677))"
1970-1980,H05,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"POLYGON ((-8.000746465093982 54.398619634897074, -8.000747280613139 54.488453015019495, -7.846445663355003 54.48835502788755, -7.846782171698725 54.398521969203514, -8.000746465093982 54.398619634897074))"
1970-1980,H06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-8.000747280613139 54.488453015019495, -8.000748102080772 54.578285051770486, -7.8461072994571435 54.5781867417898, -7.846445663355003 54.48835502788755, -8.000747280613139 54.488453015019495))"
1970-1980,H07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-8.000748102080772 54.578285051770486, -8.000748929540208 54.66811574665968, -7.845767066083772 54.66801711240888, -7.8461072994571435 54.5781867417898, -8.000748102080772 54.578285051770486))"
1970-1980,H08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-8.000748929540208 54.66811574665968, -8.000749763035202 54.757945101209714, -7.845424949171182 54.75784614125641, -7.845767066083772 54.66801711240888, -8.000748929540208 54.66811574665968))"
1970-1980,H09,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.000749763035202 54.757945101209714, -8.000750602609978 54.8477731169564, -7.845080934511499 54.84767382985699, -7.845424949171182 54.75784614125641, -8.000749763035202 54.757945101209714))"
1970-1980,H10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.848437357611872 53.949336452514274, -7.848109923076825 54.03917625713153, -7.695478372507502 54.038886149032365, -7.69613401488524 53.9490472927674, -7.848437357611872 53.949336452514274))"
1970-1980,H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"POLYGON ((-7.848109923076825 54.03917625713153, -7.847780700520898 54.12901470966908, -7.694819148481617 54.12872364912921, -7.695478372507502 54.038886149032365, -7.848109923076825 54.03917625713153))"
1970-1980,H12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.847780700520898 54.12901470966908, -7.847449676708195 54.21885181156038, -7.69415631629627 54.21855979446008, -7.694819148481617 54.12872364912921, -7.847780700520898 54.12901470966908))"
1970-1980,H13,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"POLYGON ((-7.847449676708195 54.21885181156038, -7.847116838269115 54.30868756425199, -7.693489849172383 54.3083945864398, -7.69415631629627 54.21855979446008, -7.847449676708195 54.21885181156038))"
1970-1980,H14,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.847116838269115 54.30868756425199, -7.846782171698725 54.398521969203514, -7.692819720059761 54.39822802649602, -7.693489849172383 54.3083945864398, -7.847116838269115 54.30868756425199))"
1970-1980,H15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"POLYGON ((-7.846782171698725 54.398521969203514, -7.846445663355003 54.48835502788755, -7.692145901633672 54.488060116069036, -7.692819720059761 54.39822802649602, -7.846782171698725 54.398521969203514))"
1970-1980,H16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.846445663355003 54.48835502788755, -7.8461072994571435 54.5781867417898, -7.6914683662913745 54.577890856611845, -7.692145901633672 54.488060116069036, -7.846445663355003 54.48835502788755))"
1970-1980,H17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.8461072994571435 54.5781867417898, -7.845767066083772 54.66801711240888, -7.690787086148602 54.66772024959014, -7.6914683662913745 54.577890856611845, -7.8461072994571435 54.5781867417898))"
1970-1980,H18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.845767066083772 54.66801711240888, -7.845424949171182 54.75784614125641, -7.690102033035974 54.75754829648222, -7.690787086148602 54.66772024959014, -7.845767066083772 54.66801711240888))"
1970-1980,H19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.845424949171182 54.75784614125641, -7.845080934511499 54.84767382985699, -7.689413178495382 54.84737499877905, -7.690102033035974 54.75754829648222, -7.845424949171182 54.75784614125641))"
1970-1980,H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.69613401488524 53.9490472927674, -7.695478372507502 54.038886149032365, -7.542850403548506 54.03840233422748, -7.543834227522604 53.94856506006929, -7.69613401488524 53.9490472927674))"
1970-1980,H21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.695478372507502 54.038886149032365, -7.694819148481617 54.12872364912921, -7.541861204563426 54.12823824539858, -7.542850403548506 54.03840233422748, -7.695478372507502 54.038886149032365))"
1970-1980,H22,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,"POLYGON ((-7.694819148481617 54.12872364912921, -7.69415631629627 54.21855979446008, -7.540866590783939 54.21807279493233, -7.541861204563426 54.12823824539858, -7.694819148481617 54.12872364912921))"
1970-1980,H23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.69415631629627 54.21855979446008, -7.693489849172383 54.3083945864398, -7.539866522024858 54.30790598419084, -7.540866590783939 54.21807279493233, -7.69415631629627 54.21855979446008))"
1970-1980,H24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.693489849172383 54.3083945864398, -7.692819720059761 54.39822802649602, -7.538860957694149 54.397737814548314, -7.539866522024858 54.30790598419084, -7.693489849172383 54.3083945864398))"
1970-1980,H25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.692819720059761 54.39822802649602, -7.692145901633672 54.488060116069036, -7.537849856787837 54.48756828739116, -7.538860957694149 54.397737814548314, -7.692819720059761 54.39822802649602))"
1970-1980,H26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.692145901633672 54.488060116069036, -7.6914683662913745 54.577890856611845, -7.536833177884769 54.57739740411795, -7.537849856787837 54.48756828739116, -7.692145901633672 54.488060116069036))"
1970-1980,H27,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.6914683662913745 54.577890856611845, -7.690787086148602 54.66772024959014, -7.535810879141358 54.66722516613938, -7.536833177884769 54.57739740411795, -7.6914683662913745 54.577890856611845))"
1970-1980,H28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.690787086148602 54.66772024959014, -7.690102033035974 54.75754829648222, -7.534782918286189 54.75705157487822, -7.535810879141358 54.66722516613938, -7.690787086148602 54.66772024959014))"
1970-1980,H29,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"POLYGON ((-7.690102033035974 54.75754829648222, -7.689413178495382 54.84737499877905, -7.53374925261459 54.8468766317693, -7.534782918286189 54.75705157487822, -7.690102033035974 54.75754829648222))"
1970-1980,H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.543834227522604 53.94856506006929, -7.542850403548506 54.03840233422748, -7.3902278095407485 54.037724825335175, -7.391539775725418 53.94788976695301, -7.543834227522604 53.94856506006929))"
1970-1980,H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.542850403548506 54.03840233422748, -7.541861204563426 54.12823824539858, -7.3889086753790485 54.12755851118144, -7.3902278095407485 54.037724825335175, -7.542850403548506 54.03840233422748))"
1970-1980,H32,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,"POLYGON ((-7.541861204563426 54.12823824539858, -7.540866590783939 54.21807279493233, -7.387582320189774 54.21739082576834, -7.3889086753790485 54.12755851118144, -7.541861204563426 54.12823824539858))"
1970-1980,H33,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.540866590783939 54.21807279493233, -7.539866522024858 54.30790598419084, -7.386248690386654 54.307221770383904, -7.387582320189774 54.21739082576834, -7.540866590783939 54.21807279493233))"
1970-1980,H34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.539866522024858 54.30790598419084, -7.538860957694149 54.397737814548314, -7.384907731840973 54.3970513463277, -7.386248690386654 54.307221770383904, -7.539866522024858 54.30790598419084))"
1970-1980,H35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.538860957694149 54.397737814548314, -7.537849856787837 54.48756828739116, -7.383559389874686 54.48687955491062, -7.384907731840973 54.3970513463277, -7.538860957694149 54.397737814548314))"
1970-1980,H36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.537849856787837 54.48756828739116, -7.536833177884769 54.57739740411795, -7.382203609253545 54.57670639745505, -7.383559389874686 54.48687955491062, -7.537849856787837 54.48756828739116))"
1970-1980,H37,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.536833177884769 54.57739740411795, -7.535810879141358 54.66722516613938, -7.380840334179985 54.66653187529464, -7.382203609253545 54.57670639745505, -7.536833177884769 54.57739740411795))"
1970-1980,H38,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"POLYGON ((-7.535810879141358 54.66722516613938, -7.534782918286189 54.75705157487822, -7.379469508286015 54.756355989774384, -7.380840334179985 54.66653187529464, -7.535810879141358 54.66722516613938))"
1970-1980,H39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.534782918286189 54.75705157487822, -7.53374925261459 54.8468766317693, -7.378091074625932 54.846178742250544, -7.379469508286015 54.756355989774384, -7.534782918286189 54.75705157487822))"
1970-1980,H40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.391539775725418 53.94788976695301, -7.3902278095407485 54.037724825335175, -7.237612383428359 54.03685364002651, -7.239252439303241 53.94702143097025, -7.391539775725418 53.94788976695301))"
1970-1980,H41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"POLYGON ((-7.3902278095407485 54.037724825335175, -7.3889086753790485 54.12755851118144, -7.2359633671394645 54.12668446426935, -7.237612383428359 54.03685364002651, -7.3902278095407485 54.037724825335175))"
1970-1980,H42,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"POLYGON ((-7.3889086753790485 54.12755851118144, -7.387582320189774 54.21739082576834, -7.234305324125533 54.216513904881204, -7.2359633671394645 54.12668446426935, -7.3889086753790485 54.12755851118144))"
1970-1980,H43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.387582320189774 54.21739082576834, -7.386248690386654 54.307221770383904, -7.2326381874059615 54.30634196305495, -7.234305324125533 54.216513904881204, -7.387582320189774 54.21739082576834))"
1970-1980,H44,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.386248690386654 54.307221770383904, -7.384907731840973 54.3970513463277, -7.230961889322157 54.39616863999405, -7.2326381874059615 54.30634196305495, -7.386248690386654 54.307221770383904))"
1970-1980,H45,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.384907731840973 54.3970513463277, -7.383559389874686 54.48687955491062, -7.229276361528991 54.48599393691246, -7.230961889322157 54.39616863999405, -7.384907731840973 54.3970513463277))"
1970-1980,H46,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.383559389874686 54.48687955491062, -7.382203609253545 54.57670639745505, -7.227581534986124 54.57581785503446, -7.229276361528991 54.48599393691246, -7.383559389874686 54.48687955491062))"
1970-1980,H47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.382203609253545 54.57670639745505, -7.380840334179985 54.66653187529464, -7.225877339949191 54.66564039559476, -7.227581534986124 54.57581785503446, -7.382203609253545 54.57670639745505))"
1970-1980,H48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.380840334179985 54.66653187529464, -7.379469508286015 54.756355989774384, -7.2241637059608825 54.755461559838345, -7.225877339949191 54.66564039559476, -7.380840334179985 54.66653187529464))"
1970-1980,H49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.379469508286015 54.756355989774384, -7.378091074625932 54.846178742250544, -7.222440561841844 54.845281349020496, -7.2241637059608825 54.755461559838345, -7.379469508286015 54.756355989774384))"
1970-1980,H50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.239252439303241 53.94702143097025, -7.237612383428359 54.03685364002651, -7.08500591762641 54.03578880102368, -7.086973997543135 53.94596007468979, -7.239252439303241 53.94702143097025))"
1970-1980,H51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"POLYGON ((-7.237612383428359 54.03685364002651, -7.2359633671394645 54.12668446426935, -7.083027085519956 54.125616127539445, -7.08500591762641 54.03578880102368, -7.237612383428359 54.03685364002651))"
1970-1980,H52,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,"POLYGON ((-7.2359633671394645 54.12668446426935, -7.234305324125533 54.216513904881204, -7.081037421660557 54.21544205530441, -7.083027085519956 54.125616127539445, -7.2359633671394645 54.12668446426935))"
1970-1980,H53,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.234305324125533 54.216513904881204, -7.2326381874059615 54.30634196305495, -7.079036845681691 54.305266585395266, -7.081037421660557 54.21544205530441, -7.234305324125533 54.216513904881204))"
1970-1980,H54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.2326381874059615 54.30634196305495, -7.230961889322157 54.39616863999405, -7.077025276403444 54.395089718898085, -7.079036845681691 54.305266585395266, -7.2326381874059615 54.30634196305495))"
1970-1980,H55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.230961889322157 54.39616863999405, -7.229276361528991 54.48599393691246, -7.075002631822258 54.4849114569082, -7.077025276403444 54.395089718898085, -7.230961889322157 54.39616863999405))"
1970-1980,H56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.229276361528991 54.48599393691246, -7.227581534986124 54.57581785503446, -7.072968829100525 54.57473180053017, -7.075002631822258 54.4849114569082, -7.229276361528991 54.48599393691246))"
1970-1980,H57,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.227581534986124 54.57581785503446, -7.225877339949191 54.66564039559476, -7.07092378455602 54.664550750877744, -7.072968829100525 54.57473180053017, -7.227581534986124 54.57581785503446))"
1970-1980,H58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.225877339949191 54.66564039559476, -7.2241637059608825 54.755461559838345, -7.068867413651181 54.75436830907369, -7.07092378455602 54.664550750877744, -7.225877339949191 54.66564039559476))"
